id	document	label
2일 전	연봉 인상 경쟁의 '상흔'…'어닝 쇼크'에 빠진 게임업계	3
2일 전	[IT돋보기] 게임사 1분기 실적 둔화…연봉 인상 때문?	3
2일 전	"""유망회사 사들이고, 자사주 매입""…몸값 띄우는 게임사들"	3
2일 전	코스닥 주간 기관 순매수 1위 '컴투스'	3
2일 전	코스닥 주간 외국인 순매도 1위 '컴투스'	3
2일 전	'전태풍이 돌아왔다' 한솔레미콘, 컴투스 3X3 프리미어리그 4연승 질주	3
1일 전	[BK포토] 3X3 프리미어리그 2021 2R현장화보	3
1일 전	인건비의 역설....게임업계 임금인상 여진 2분기에 더	3
1일 전	[코스닥 기관 순매수] TOP5 씨젠·JYP Ent.·엘앤에프·컴투스·파라다이스	3
1일 전	고민 깊어진 ‘게임 빅3’, 신작 모멘텀서 판가름	3
1일 전	[모바일게임 관련주] 에이프로젠 H&G·액션스퀘어·이스트소프트·네오위즈홀...	3
1일 전	1분기 3곳 중 2곳 '어닝서프라이즈'…코로나 기저지만 '보유' 추천	3
1일 전	판 커진 게임 웹툰… 수십억씩 투자하고 전문 제작진 투입	3
1일 전	세종문화회관 매진시킨 이 공연, 게임음악 콘서트입니다	3
1일 전	게임 음악, 세종문화회관서 사상 첫 공연 ‘전석 매진’	3
1일 전	캐릭터 의상 입고 공연 보러 오는 게임 이용자들	3
1일 전	2021 게임의 법칙, 국경 넘어 ‘메타버스’ 올라타라	3
1일 전	한국 시장 휩쓸면서 선넘는 中 게임…'동북공정 방지법' 가속도	3
1일 전	게임업계 1분기 희비, ‘신작’에 올해 승부건다	3
1일 전	게임사 1분기 실적, 결국 신작과 글로벌에서 희비 갈려	3
1일 전	위지윅스튜디오,1분기 영업익 6.7억원…흑자전환 성공	3
1일 전	위지윅스튜디오, 1분기 영업익 ‘흑자 전환’…“뉴미디어 콘텐츠 매출 확대”	3
1일 전	“ESG는 게임업계의 가장 큰 현안”…걸음마 뗀 게임업계 'ESG 경영'	3
1일 전	위지윅스튜디오, 1Q 매출액 127.7억... 전년比 11.7%↑	3
1일 전	위지윅스튜디오, 1분기 매출액 54억원...전년比 62.5% 증가	3
1일 전	위지윅스튜디오, 1분기 영업익 흑자전환…콘텐츠 분야 매출 늘어	3
1일 전	주간 코스피 기관 순매수도 상위종목 톱...'컴투스-파라다이스-씨젠'	3
