id	document	label
20100104	국내 모바일게임 애플 앱스토어서 인기 돌풍	0
20100104	'앱스토어' 산업지도 바꾼다	0
20100104	코스닥 기분 좋은 출발…IT 관련주 강세	0
20100104	(특징주)`모바일의 해가 왔다` 스마트폰株 `급등`	0
20100104	경인년 첫날 증시 오름세..3D등 테마주 '활기'	0
20100104	더블스탁론, 원금의 4배 · 업계최저 금리 연 8.9%~10.4%	0
20100104	스마트폰 관련株, 게임·음원주 등 새해에도 강세	0
20100104	코스닥, 새해 첫날 2% 급등…강한 기관 매수	0
20100104	[SC 페이퍼진] 스마트폰 콘텐츠 경쟁 불붙었다	0
20100104	‘떴다’ 스마트폰..‘뜬다’ 관련업종	0
20100104	아자아자론, 테마주 공략의 고민해결	0
20100104	포털·UCC·EC·게임 등 인터넷 시장 2010 '쾌청'	0
20100105	새해 첫날 증시, 코스닥 빛났다	0
20100105	백호 등에 올라탈 유망테마 6選	0
20100105	더블스탁론, 연장수수료無 월 0.74~0.87% · 최장 5년까지	0
20100105	S119 파워스톡 증권방송 12월 100%적중률.고수익을 노린다	0
20100105	엠조이넷, '짜요짜요타이쿤' 400만 클럽 가입	0
20100105	엠조이넷 '짜요짜요타이쿤' 400만 다운로드 돌파	0
20100105	인포뱅크, 컴투스 지분 30만주 46억에 처분	0
20100105	인포뱅크, 46억 규모 컴투스 주식 매각	0
20100105	컴투스, 게임 문화 잡지 ‘컴투스 매거진’ 창간	0
20100105	[특징주 마감]엔텔스, 모바일 게임 달고 '훨훨'	0
20100105	인포뱅크, 컴투스 주식 30만주 처분 결정	0
20100105	<생생코스닥>컴투스, 게임문화잡지 ‘컴투스 매거진’ 창간	0
20100105	게임문화잡지 '컴투스 매거진' 창간	0
20100105	컴투스가 전하는 게임 소식, 매달 매거진으로 만난다	0
20100105	컴투스, 게임 문화 잡지 컴투스 매거진 창간	0
20100105	컴투스, 게임 문화 잡지 '컴투스 매거진' 창간	0
20100106	힘 빠진 테마주…'너무 올랐나'	0
20100106	컴투스, '안드로이드 입성' 2010년 글로벌 도약 신호탄	0
20100106	컴투스, 첫 구글 안드로이드 게임 출시	0
20100106	`네티즌 추천` 수익률 BEST 예상 종목	0
20100106	컴투스, 구글 안드로이드 게임 첫 출시	0
20100106	컴투스, 구글 안드로이드용 첫 게임 출시	0
20100106	컴투스, 아이폰 이어 구글폰 게임시장 진출	0
20100106	세중게임즈, 로드하우스 인터랙티브와 게임 공동 개발 계약 체결	0
20100106	더블스탁론, 주식투자에 선물 장점까지	0
20100106	컴투스, 아이폰 이어 구글폰 겨냥	0
20100106	<생생코스닥>컴투스, 구글 안드로이드용 게임 첫 출시	0
20100106	컴투스, 북미 안드로이드 시장 본격 공략	0
20100106	"2010년 온라인게임 뉴 트렌드, ""장르의 진화가 시작된다"""	0
20100106	컴투스, 구글 안드로이드에 '홈런배틀 3D' 출시	0
20100106	아자아자론, 데이트레이더의 동반자	0
20100107	코스닥사 타사지분 매각 행렬	1
20100107	질주하던 안드로이드 관련株, '숨고르기'	1
20100107	토마토스탁론, 이토마토에서 제공하는 스탁론 서비스	1
20100107	‘게임빌vs컴투스’, 앱스토어 격돌	1
20100108	인포뱅크, 컴투스 지분 3.6% 장내처분	0
20100108	인포뱅크, 컴투스 지분 3.6% 장내 처분	0
20100108	[신년특집] ③ '스포츠의 해 2010년' 모바일게임 특수 누릴까?	0
20100111	장 마감 후 주요 종목뉴스-8일	1
20100111	현대證: STX팬오션·두산重·인포뱅크	1
20100111	나이스스탁론, 증권거래수수료無 · 원금의 4배 투자	1
20100111	컴투스, 세계 50대 아이폰게임 개발사 13위	1
20100111	컴투스, 세계 50대 아이폰 게임 개발사 등극	1
20100111	액션퍼즐 패밀리 3, 최신 애니메이션과 제휴	1
20100111	컴투스, 英 50대 아이폰게임 개발사 13위	1
20100111	주식투자자의 힘, 아자아자론	1
20100111	英포켓게이머, ‘컴투스’ 세계50대 아이폰게임 개발사 13위 선정	1
20100111	액션퍼즐 패밀리3, 영화 `하늘에서 음식이 내린다면` 이벤트 실시	1
20100111	‘50대 아이폰 게임개발사’ 컴투스 13위 게임빌 19위	1
20100111	‘액션퍼즐 패밀리3’, 영화 제휴 이벤트 실시	1
20100111	업계 대표주자들의 2010년 출사표, 입 모아 ’글로벌’!	1
20100112	컴투스, 온라인게임 ‘컴온베이비! 올스타즈’ 신규 동영상 공개	0
20100112	컴온베이비! 올스타즈, 플레이 영상 공개	0
20100112	컴투스, 컴온베이비! 올스타즈 게임체험단 모집	0
20100112	신작, 컴온베이비! 올스타즈 동영상 최초 공개	0
20100112	더블스탁론, 주식투자에 선물의 장점 부여	0
20100113	스마트폰 열풍에 모바일 개발자 '귀하신 몸'	1
20100113	아이폰 인기에 '모바일 결제株' 열풍	1
20100113	[엑츠TV] 컴투스, '컴온베이비! 올스타즈' 신규 영상 공개	1
20100113	'철도' 뜨고 '아이폰' 지고	1
20100114	세중게임즈, 자체 개발한 아이폰 전용 게임 아스트로보이 선보일 터	0
20100115	나이스스탁론, 거래수수료 없이 원금의 4배	1
20100115	"컴온베이비! 올스타즈, ""웰메이드 게임이 돌아온다"""	1
20100115	더블스탁론, 주식투자로 초고속 종잣돈을 만들기	1
20100115	스마트폰株 한달새 평균 50% 하이킥	1
20100115	컴투스, '컴온베이비!올스타즈' 첫 CBT 실시	1
20100115	컴투스,'컴온베이비!올스타즈' 비공개테스트	1
20100115	컴투스, 온라인게임 ‘컴온베이비! 올스타즈’ 1월 21일 CBT 실시	1
20100115	컴투스, 온라인게임 컴온베이비! 올스타즈 1월 21일 CBT 실시	1
20100115	온라인게임 ‘컴온베이비! 올스타즈’ 21일 CBT실시	1
20100118	[표] 코스닥 기관 순매수·순매도 상위종목	0
20100118	[표] 코스닥 외국인 순매수·순매도 상위종목	0
20100118	컴투스 온라인게임 ‘골프스타’, “넌 내게 반했어”	0
20100118	컴투스, 자사주 4000주 처분 결정	0
20100118	[기업공시] 1월 18일	0
20100118	컴투스 보통주 4000주 처분결정	0
20100118	컴투스, 보통주 4000주 처분	0
20100118	[공시]컴투스,자기주식 4000주 처분 결정	0
20100118	골프스타, 리뷰 공모 이벤트 실시	0
20100119	증시에서도 `삼합`을 즐겨라	0
20100119	장 마감 후 주요 종목뉴스-18일	0
20100119	하이배틀론, 주식투자로 부자가 되는 지름길	0
20100119	향후 증시 3대 테마 ‘모바일·디스플레이·그린’	0
20100119	코스닥 큰손 매물에 550선 아래로(마감)	0
20100119	[기업공시] 1월 19일	0
20100119	“증시에도 삼합이 있다”	0
20100119	워런 버핏이 살만한 한국 주식은	0
20100119	“모바일·디스플레이·그린株가 향후 증시 주도”	0
